Id,gr_liv_area,overall_qual,neighborhood_nridght,garage_cars,exter_qual,kitchen_qual,neighborhood_stonebr,bsmt_exposure,bldg_type_1fam,house_style_1story,fireplace_qu,mas_vnr_area,bsmtfin_type_1,neighborhood_noridge,total_baths,sale_type_new,year_remod_add,exterior_1st_brkface,functional,bldg_type_twnhse,land_contour_bnk,neighborhood_edwards,mas_vnr_type_brkface,neighborhood_crawfor,full_bath,roof_style_hip,land_contour_hls,bldg_type_twnhs,garage_type_none,bsmtfin_sf_1
2469,1266,7,0,2.0,4,4,0,1,1,1,3,0.0,1,0,2.0,0,2005,0,7,0,0,0,0,0,2.0,0,0,0,0,0.0
1834,2872,8,0,2.0,4,4,0,1,1,0,3,337.0,6,1,3.0,0,2000,0,7,0,0,0,1,0,2.0,1,0,0,0,700.0
1779,1464,8,0,3.0,4,4,0,4,1,1,0,84.0,6,0,3.0,0,2007,0,7,0,0,0,0,0,3.0,0,0,0,0,929.0
2569,2157,7,0,2.0,3,4,0,1,1,0,4,309.0,3,0,3.0,0,1966,0,7,0,0,0,1,0,2.0,0,0,0,0,445.0
2334,2576,8,0,3.0,5,5,1,1,1,0,4,466.0,1,0,3.0,1,2006,0,7,0,0,0,1,0,2.0,1,0,0,0,0.0
2330,2798,9,0,3.0,4,5,1,4,1,0,4,600.0,6,0,5.0,1,2006,0,7,0,0,0,1,0,4.0,1,1,0,0,1218.0
2119,1743,8,0,2.0,4,4,0,4,1,1,2,0.0,2,0,3.0,0,1976,0,7,0,0,0,0,0,2.0,0,0,0,0,51.0
382,1370,7,0,2.0,3,3,0,1,1,1,3,189.0,1,0,2.0,0,1976,0,7,0,0,0,1,0,2.0,0,0,0,0,0.0
670,2634,5,0,4.0,3,3,0,1,0,0,0,368.0,2,0,6.0,0,1969,0,7,0,0,0,1,0,3.0,0,0,0,0,500.0
2760,1590,8,0,3.0,4,5,0,4,1,1,0,198.0,6,0,4.0,1,2006,0,7,0,0,0,1,0,3.0,1,0,0,0,1122.0
543,1450,7,0,3.0,4,4,0,1,1,1,0,140.0,1,0,2.0,1,2009,0,7,0,0,0,1,0,2.0,0,0,0,0,0.0
2835,1338,6,0,2.0,3,3,0,1,1,0,0,0.0,1,0,2.0,0,1950,0,7,0,1,1,0,0,2.0,0,0,0,0,0.0
1735,1456,7,0,2.0,4,4,0,3,1,0,4,0.0,1,0,3.0,1,2007,0,7,0,0,0,0,0,2.0,1,0,0,0,0.0
448,2392,10,1,3.0,5,5,0,4,1,1,5,922.0,6,0,2.0,0,2003,0,7,0,0,0,1,0,2.0,1,0,0,0,56.0
2287,992,4,0,1.0,3,3,0,3,0,0,0,0.0,6,0,2.0,0,1970,0,7,0,0,0,0,0,2.0,0,0,1,0,503.0
524,2007,10,0,3.0,5,5,0,3,1,0,5,160.0,6,0,4.0,0,2008,0,7,0,0,0,0,0,3.0,0,0,0,0,765.0
1767,2385,7,0,3.0,4,4,0,1,1,0,3,275.0,1,1,3.0,0,1998,0,7,0,0,0,1,0,2.0,0,0,0,0,0.0
2206,1646,7,0,1.0,3,3,0,1,1,0,4,0.0,3,0,2.0,0,1950,0,7,0,0,0,0,1,2.0,0,0,0,0,364.0
1740,1456,7,0,2.0,4,4,0,1,1,0,0,16.0,1,0,3.0,1,2007,0,7,0,0,0,0,0,2.0,0,0,0,0,0.0
199,1040,5,0,2.0,3,3,0,1,1,0,0,0.0,3,0,1.0,0,1980,0,7,0,0,0,0,0,1.0,0,0,0,0,276.0
2214,2624,6,0,3.0,3,3,0,1,1,0,4,0.0,4,0,4.0,0,1950,0,7,0,0,0,0,1,3.0,1,0,0,0,1128.0
323,1264,5,0,2.0,3,3,0,1,1,1,3,0.0,3,0,2.0,0,1977,0,7,0,1,0,0,0,2.0,1,0,0,0,42.0
2421,1557,7,0,2.0,4,4,0,4,0,1,3,18.0,1,0,2.0,0,2004,0,7,1,0,0,1,0,2.0,0,0,0,0,0.0
952,1287,6,0,2.0,3,3,0,3,1,0,2,0.0,6,0,3.0,0,1977,0,7,0,1,0,0,0,2.0,0,0,0,0,841.0
24,1004,6,0,2.0,3,3,0,1,1,1,3,180.0,5,0,2.0,0,1970,0,7,0,0,0,1,0,2.0,0,0,0,0,578.0
1139,1162,7,0,2.0,4,4,0,2,1,1,0,0.0,1,0,2.0,0,2007,0,7,0,0,0,0,0,2.0,0,0,0,0,0.0
518,1436,7,0,2.0,4,4,0,1,1,1,0,0.0,1,0,2.0,1,2009,0,7,0,0,0,0,0,2.0,0,0,0,0,0.0
1390,960,5,0,1.0,3,4,0,1,1,1,0,0.0,6,0,2.0,0,2003,0,7,0,0,0,0,0,2.0,0,0,0,0,634.0
277,1196,5,0,1.0,3,3,0,4,1,1,0,0.0,5,0,2.0,0,1968,0,7,0,0,1,0,0,2.0,0,0,0,0,1070.0
54,1269,8,0,2.0,4,4,0,1,0,1,3,16.0,6,0,2.0,0,2005,0,7,1,0,0,1,0,2.0,0,0,0,0,24.0
649,1031,5,0,1.0,4,4,0,1,1,1,0,0.0,6,0,2.0,0,2005,0,7,0,0,0,0,0,2.0,1,0,0,0,931.0
2600,720,4,0,1.0,3,2,0,1,1,0,0,0.0,1,0,1.0,0,1998,0,7,0,0,0,0,0,1.0,0,0,0,0,0.0
617,1505,6,0,2.0,3,3,0,1,1,1,3,90.0,4,0,2.0,0,1953,0,7,0,0,0,1,0,2.0,1,0,0,0,1024.0
2209,954,5,0,1.0,3,2,0,1,1,1,4,0.0,1,0,1.0,0,1950,0,7,0,1,0,0,1,1.0,0,0,0,0,0.0
2814,1500,6,0,2.0,3,4,0,1,1,0,0,0.0,1,0,3.0,1,2006,0,7,0,0,0,0,0,2.0,0,0,0,0,0.0
2542,1050,5,0,1.0,3,3,0,1,1,1,0,0.0,3,0,2.0,0,1961,0,7,0,0,0,0,0,2.0,1,0,0,0,915.0
2323,2687,8,0,2.0,4,4,1,1,1,0,0,0.0,1,0,3.0,0,1994,0,7,0,0,0,0,0,2.0,0,0,0,0,0.0
1393,1252,6,0,2.0,3,3,0,4,1,1,4,0.0,4,0,2.0,0,1975,1,7,0,0,0,0,0,2.0,0,0,0,0,429.0
490,1430,7,0,2.0,3,3,0,1,1,0,3,0.0,1,0,3.0,0,2000,0,7,0,0,0,0,0,2.0,0,0,0,0,0.0
542,1114,5,0,2.0,3,4,0,1,1,1,0,0.0,6,0,3.0,0,2004,0,7,0,0,0,0,0,3.0,0,0,0,0,836.0
973,1224,6,0,2.0,3,3,0,1,0,1,0,425.0,6,0,3.0,0,1999,0,7,1,0,0,1,0,3.0,1,0,0,0,883.0
1012,2504,9,0,3.0,4,5,1,1,1,0,4,245.0,1,0,3.0,0,2007,0,7,0,0,0,1,0,2.0,1,0,0,0,0.0
2218,1355,5,0,2.0,3,3,0,1,0,0,0,0.0,2,0,2.0,0,1950,0,7,0,0,0,0,1,2.0,0,0,0,0,533.0
2033,2294,6,0,2.0,3,3,0,1,1,0,4,234.0,4,0,3.0,0,1963,0,7,0,0,0,1,0,3.0,0,0,0,0,375.0
1071,1702,9,1,3.0,5,5,0,1,0,1,4,766.0,6,0,3.0,1,2008,0,7,1,0,0,1,0,2.0,1,0,0,0,1540.0
1583,1509,6,0,2.0,4,4,0,3,1,0,2,219.0,6,0,3.0,0,1989,0,7,0,0,0,1,0,3.0,0,0,0,0,783.0
2858,1717,7,0,3.0,3,4,0,1,1,0,4,0.0,5,0,2.0,0,1970,0,7,0,0,0,0,1,2.0,0,0,0,0,216.0
2265,1240,7,0,2.0,3,4,0,1,1,1,0,0.0,5,0,3.0,0,1985,0,7,0,0,0,0,0,2.0,0,0,0,0,215.0
1088,1166,7,0,2.0,4,4,0,4,1,0,0,182.0,6,0,3.0,0,2005,0,7,0,0,0,0,0,3.0,0,0,0,0,655.0
698,1464,5,0,0.0,4,3,0,1,1,0,0,0.0,1,0,2.0,0,2002,0,7,0,0,0,0,0,2.0,0,0,0,1,0.0
1896,1652,6,0,2.0,3,4,0,2,1,1,4,136.0,5,0,3.0,0,1991,0,7,0,0,0,1,0,2.0,0,0,0,0,1386.0
628,2142,6,0,1.0,3,4,0,1,1,0,4,576.0,3,0,3.0,0,1968,0,7,0,0,0,1,0,2.0,0,0,0,0,448.0
1212,1092,6,0,2.0,3,3,0,1,1,1,0,260.0,3,0,2.0,0,1964,0,7,0,0,0,0,0,2.0,1,0,0,0,787.0
2864,1671,7,0,2.0,4,3,0,1,1,0,4,270.0,5,0,2.0,0,1950,0,7,0,0,0,1,1,2.0,0,0,0,0,526.0
2740,1488,5,0,2.0,3,3,0,0,1,1,5,232.0,0,0,1.0,0,2002,0,7,0,0,1,1,0,1.0,0,0,0,0,0.0
2560,1624,5,0,1.0,3,3,0,2,1,1,4,150.0,2,0,2.0,0,1952,0,6,0,0,0,0,0,2.0,0,0,0,0,40.0
1716,1362,6,1,2.0,4,4,0,3,0,1,4,256.0,5,0,2.0,0,2006,0,7,1,0,0,0,0,2.0,0,0,0,0,20.0
1130,1218,7,0,2.0,4,4,0,1,1,1,0,210.0,6,0,3.0,1,2008,0,7,0,0,0,0,0,3.0,0,0,0,0,902.0
201,1068,6,0,1.0,3,3,0,1,1,1,4,0.0,5,0,2.0,0,1950,0,7,0,0,0,0,0,2.0,0,0,0,0,960.0
2886,1625,6,0,2.0,3,2,0,4,1,1,3,0.0,6,0,3.0,0,1979,0,7,0,0,0,0,0,2.0,0,0,0,0,776.0
2328,1767,7,0,2.0,4,4,1,1,0,0,3,0.0,6,0,3.0,0,1987,0,7,1,0,0,0,0,3.0,0,0,0,0,495.0
2583,1050,6,0,1.0,3,4,0,1,1,1,0,176.0,5,0,2.0,0,2000,0,7,0,0,0,1,0,2.0,1,0,0,0,824.0
1206,907,4,0,1.0,3,3,0,1,1,1,0,0.0,3,0,1.0,0,1957,0,7,0,0,0,0,0,1.0,1,0,0,0,288.0
2242,845,2,0,1.0,3,3,0,0,1,0,0,0.0,0,0,1.0,0,1950,0,2,0,0,0,0,0,1.0,0,0,0,0,0.0
1105,2501,8,0,3.0,4,4,0,3,1,0,3,466.0,1,1,3.0,0,1995,0,7,0,0,0,1,0,2.0,0,0,0,0,0.0
121,1209,5,0,2.0,3,3,0,1,1,1,0,0.0,4,0,2.0,0,1966,0,7,0,0,0,0,0,2.0,1,0,0,0,1059.0
1223,906,4,0,1.0,3,3,0,1,1,0,0,0.0,3,0,1.0,0,1950,0,7,0,1,0,0,0,1.0,0,0,0,0,120.0
265,1601,8,0,2.0,4,4,0,3,1,1,3,479.0,6,0,3.0,0,2002,0,7,0,0,0,1,0,3.0,0,0,0,0,1358.0
2813,1336,7,0,2.0,4,4,0,2,1,1,0,0.0,6,0,3.0,1,2006,0,7,0,0,0,0,0,3.0,0,0,0,0,996.0
1294,1656,4,0,2.0,3,3,0,1,1,0,0,0.0,1,0,2.0,0,1985,0,4,0,0,0,0,0,2.0,0,0,0,0,0.0
2745,1124,5,0,0.0,3,3,0,0,1,1,4,0.0,0,0,1.0,0,1954,0,5,0,0,1,0,0,1.0,0,0,0,1,0.0
1094,1892,7,0,2.0,4,3,0,3,1,0,3,647.0,6,0,3.0,0,2001,0,7,0,0,0,1,0,2.0,0,0,0,0,544.0
651,1699,3,0,2.0,3,3,0,2,0,0,0,0.0,4,0,3.0,0,1970,0,7,0,1,0,0,0,3.0,0,0,0,0,440.0
198,1416,6,0,1.0,3,3,0,1,1,0,0,0.0,3,0,2.0,0,1950,0,7,0,0,0,0,0,1.0,0,0,0,0,300.0
131,1306,3,0,0.0,3,2,0,1,1,1,0,0.0,1,0,1.0,0,1966,0,4,0,0,0,0,0,1.0,0,0,0,1,0.0
1258,672,4,0,1.0,4,3,0,1,1,1,0,0.0,1,0,1.0,0,2005,0,7,0,0,0,0,0,1.0,0,0,0,0,0.0
1599,1160,5,0,1.0,3,4,0,1,1,1,0,0.0,5,0,2.0,0,1968,0,7,0,0,0,0,0,2.0,0,0,0,0,785.0
1508,930,4,0,1.0,3,3,0,1,1,1,0,115.0,3,0,1.0,0,1953,0,7,0,1,1,0,0,1.0,0,0,0,0,767.0
615,708,4,0,0.0,2,2,0,1,1,1,0,0.0,2,0,1.0,0,1950,0,7,0,0,0,0,0,1.0,1,1,0,1,280.0
1815,1575,6,0,2.0,4,4,0,1,0,1,0,0.0,6,0,3.0,0,1992,0,7,1,0,0,0,0,3.0,0,0,0,0,430.0
2712,1059,5,0,1.0,3,3,0,1,1,1,0,0.0,5,0,2.0,0,1966,0,7,0,0,0,0,0,2.0,0,0,0,0,773.0
2051,1005,4,0,2.0,3,3,0,1,1,1,0,0.0,3,0,2.0,0,1964,0,7,0,0,0,0,0,2.0,0,0,0,0,513.0
1863,1929,7,0,2.0,4,4,0,1,1,0,3,0.0,6,0,4.0,0,2001,0,7,0,0,0,0,0,3.0,0,0,0,0,738.0
2510,1200,7,0,2.0,4,4,0,1,0,0,0,0.0,1,0,3.0,0,2005,0,7,1,0,0,0,0,2.0,0,0,0,0,0.0
1069,2690,8,1,3.0,4,4,0,4,1,0,4,221.0,1,0,3.0,0,2003,0,7,0,0,0,1,0,2.0,0,0,0,0,0.0
336,833,5,0,2.0,3,4,0,2,1,1,0,0.0,3,0,2.0,0,1984,0,7,0,0,0,0,0,2.0,0,0,0,0,207.0
2417,1456,6,0,2.0,4,3,0,1,1,0,0,0.0,1,0,3.0,1,2006,0,7,0,0,0,0,0,2.0,0,0,0,0,0.0
1962,864,5,0,2.0,3,4,0,1,1,1,0,0.0,5,0,2.0,0,2002,0,7,0,0,0,0,0,2.0,0,0,0,0,398.0
372,1586,6,0,2.0,3,3,0,1,1,1,3,0.0,1,0,2.0,0,1998,0,7,0,0,0,0,0,2.0,0,0,0,0,0.0
2578,1370,5,0,1.0,3,3,0,3,1,0,3,272.0,4,0,2.0,0,1956,0,7,0,0,0,1,0,2.0,1,0,0,0,678.0
2824,914,6,0,0.0,3,4,0,3,1,1,0,0.0,6,0,2.0,0,2002,0,7,0,0,1,0,0,2.0,0,0,0,1,475.0
471,1555,7,0,2.0,4,4,0,3,0,1,3,16.0,6,0,2.0,0,2006,0,7,1,0,0,1,0,2.0,0,0,0,0,16.0
1544,1556,6,0,2.0,3,3,0,1,0,0,3,0.0,2,0,4.0,0,1980,0,7,0,0,0,0,0,3.0,0,0,1,0,81.0
2141,882,5,0,2.0,3,3,0,1,1,1,0,0.0,2,0,2.0,0,1972,0,7,0,0,0,0,0,2.0,0,0,0,0,138.0
2008,1167,5,0,2.0,3,3,0,1,1,1,4,0.0,4,0,1.0,0,1950,0,3,0,0,0,0,0,1.0,0,0,0,0,645.0
1075,1800,9,1,3.0,5,5,0,1,0,1,4,714.0,6,0,3.0,1,2008,0,7,1,0,0,1,0,3.0,1,0,0,0,1204.0
34,1456,6,0,2.0,3,4,0,1,0,0,3,0.0,5,0,3.0,0,1975,0,7,0,0,0,0,0,2.0,0,0,1,0,514.0
847,1660,7,0,2.0,4,4,0,1,1,0,0,95.0,1,0,3.0,0,2002,0,7,0,0,0,1,0,2.0,0,0,0,0,0.0
1629,1482,7,0,2.0,3,4,0,1,1,0,3,170.0,1,0,3.0,0,1992,0,7,0,0,0,1,0,2.0,0,0,0,0,0.0
2073,1522,6,0,2.0,3,3,0,1,1,1,3,136.0,4,0,2.0,0,1984,0,7,0,0,0,1,0,2.0,1,0,0,0,299.0
960,2036,9,0,3.0,5,5,0,4,1,1,5,246.0,6,0,3.0,0,2008,0,7,0,0,0,0,0,3.0,0,1,0,0,1758.0
955,1595,5,0,2.0,3,3,0,1,1,1,0,0.0,4,0,3.0,0,1991,0,7,0,0,0,0,0,3.0,0,0,0,0,55.0
2476,1686,7,0,2.0,4,4,0,1,1,0,0,172.0,1,0,3.0,0,2005,0,7,0,0,0,1,0,2.0,0,0,0,0,0.0
1590,1344,7,0,4.0,3,3,0,4,0,0,0,200.0,6,0,4.0,0,1998,0,7,0,0,0,1,0,4.0,0,0,0,0,1309.0
2913,1652,5,0,3.0,3,3,0,1,0,1,0,0.0,4,0,2.0,0,1970,0,7,0,0,0,0,0,2.0,0,0,0,0,149.0
149,1337,4,0,1.0,3,3,0,1,1,0,0,0.0,1,0,1.0,0,1956,0,7,0,0,0,0,0,1.0,0,0,0,0,0.0
2525,1920,7,0,2.0,3,4,0,1,1,0,3,143.0,1,0,3.0,0,1992,0,7,0,0,0,1,0,3.0,0,0,0,0,0.0
1470,848,6,0,2.0,4,4,0,2,0,1,0,205.0,6,0,2.0,0,2004,0,7,1,0,0,1,0,2.0,0,0,0,0,662.0
412,1055,7,0,2.0,3,3,0,1,0,1,2,0.0,5,0,3.0,0,1975,0,7,0,0,0,0,0,2.0,0,0,1,0,435.0
1399,1291,6,0,2.0,3,4,0,2,1,1,4,0.0,6,0,2.0,0,1997,0,7,0,0,0,0,0,2.0,0,1,0,0,1003.0
183,720,6,0,2.0,3,3,0,1,1,1,0,0.0,1,0,1.0,0,2003,0,7,0,0,0,0,0,1.0,0,0,0,0,0.0
930,1523,5,0,1.0,3,2,0,1,1,0,3,0.0,4,0,3.0,0,2005,0,2,0,1,0,0,1,3.0,0,0,0,0,312.0
881,1728,7,0,2.0,4,4,0,1,1,0,0,0.0,1,0,3.0,0,2004,0,7,0,0,0,0,0,2.0,0,0,0,0,0.0
1180,1239,8,0,2.0,4,4,0,4,0,1,2,0.0,2,0,3.0,0,1995,1,7,1,0,0,0,0,2.0,1,0,0,0,560.0
1553,1955,5,0,1.0,3,3,0,1,1,0,0,162.0,5,0,2.0,0,1958,0,7,0,0,0,1,0,2.0,0,0,0,0,330.0
928,1564,7,0,1.0,3,2,0,1,1,0,4,0.0,3,0,2.0,0,1950,0,7,0,1,0,0,1,1.0,0,0,0,0,275.0
1512,1204,4,0,1.0,3,3,0,3,1,0,0,0.0,1,0,1.0,0,1954,0,7,0,1,1,0,0,1.0,0,0,0,0,0.0
3,1329,6,0,1.0,3,4,0,1,1,1,0,108.0,5,0,2.0,0,1958,0,7,0,0,0,1,0,1.0,1,0,0,0,923.0
2140,879,5,0,2.0,3,3,0,1,1,1,0,0.0,4,0,1.0,0,1975,0,7,0,0,0,0,0,1.0,1,0,0,0,330.0
553,841,4,0,1.0,2,3,0,1,1,1,0,0.0,1,0,1.0,0,1950,0,7,0,0,0,0,0,1.0,0,0,0,0,0.0
2594,1312,6,0,2.0,3,3,0,1,1,0,0,0.0,1,0,2.0,0,1950,0,7,0,0,0,0,0,1.0,0,0,0,0,0.0
1314,2058,6,0,2.0,3,3,0,1,1,0,4,0.0,3,0,2.0,0,1950,0,7,0,0,0,0,0,1.0,0,0,0,0,319.0
366,1360,8,0,2.0,4,4,1,3,0,1,5,0.0,6,0,2.0,0,1984,0,7,1,0,0,0,0,2.0,0,0,0,0,1036.0
1462,1786,8,0,3.0,4,4,0,4,1,1,4,240.0,6,0,3.0,0,2003,0,7,0,0,0,1,0,3.0,1,0,0,0,1538.0
2541,1993,6,0,2.0,3,3,0,1,1,0,4,252.0,3,0,3.0,0,1971,0,7,0,0,0,1,0,2.0,0,0,0,0,416.0
2088,1362,4,0,1.0,2,3,0,1,1,0,0,0.0,1,0,2.0,0,1950,0,7,0,0,1,0,0,2.0,0,0,0,0,0.0
527,1550,7,0,2.0,4,4,0,1,1,0,0,100.0,6,0,3.0,0,2007,0,7,0,0,0,0,0,3.0,0,0,0,0,812.0
1824,1696,5,0,1.0,3,3,0,1,1,1,3,0.0,1,0,2.0,0,1962,0,5,0,0,0,0,0,1.0,0,0,0,0,0.0
2918,1092,4,0,1.0,3,3,0,1,0,0,0,0.0,3,0,2.0,0,1970,0,7,0,0,0,0,0,1.0,0,0,1,0,408.0
49,1752,9,1,2.0,5,5,0,1,0,1,4,412.0,6,0,3.0,0,2005,0,7,1,0,0,1,0,3.0,1,0,0,0,456.0
2332,2473,9,0,3.0,4,4,1,4,1,0,4,184.0,6,0,3.0,1,2006,0,7,0,0,0,1,0,2.0,1,1,0,0,205.0
826,1800,9,0,2.0,4,5,0,1,1,1,0,0.0,1,0,2.0,0,2007,0,7,0,0,0,0,0,2.0,0,0,0,0,0.0
1108,2197,7,0,3.0,4,4,0,3,1,0,4,320.0,4,1,4.0,0,1994,0,7,0,0,0,1,0,3.0,1,0,0,0,228.0
2041,1382,5,0,2.0,3,3,0,1,1,0,0,0.0,3,0,2.0,0,1950,0,7,0,0,0,0,0,1.0,0,0,0,0,360.0
57,1733,7,0,2.0,4,4,0,1,1,0,4,0.0,1,0,3.0,0,2004,0,7,0,0,0,0,0,2.0,0,0,0,0,0.0
520,1402,7,0,2.0,4,4,0,1,1,1,0,0.0,1,0,2.0,0,2008,0,7,0,0,0,0,0,2.0,1,0,0,0,0.0
2305,887,5,0,1.0,3,3,0,1,1,1,0,0.0,5,0,2.0,0,1984,0,7,0,0,0,0,0,1.0,0,0,0,0,516.0
2533,1051,5,0,2.0,3,3,0,1,1,1,0,0.0,5,0,2.0,0,1968,0,7,0,0,0,0,0,2.0,0,0,0,0,758.0
2852,1510,6,0,1.0,3,3,0,1,1,0,0,0.0,4,0,1.0,0,1950,0,7,0,0,0,0,0,1.0,0,1,0,0,305.0
1198,1656,5,0,2.0,3,3,0,1,0,1,0,564.0,1,0,2.0,0,1973,0,7,0,0,0,1,0,2.0,0,0,0,0,0.0
1681,958,6,0,2.0,3,3,0,1,0,1,3,0.0,5,0,2.0,0,1976,0,7,1,0,0,0,0,2.0,0,0,0,0,120.0
1773,3228,8,0,2.0,4,4,0,1,1,1,4,0.0,6,1,4.0,0,1993,1,7,0,0,0,0,0,4.0,1,0,0,0,1231.0
1825,1040,5,0,2.0,3,3,0,1,1,1,0,0.0,3,0,3.0,0,1968,0,7,0,0,0,0,0,2.0,0,0,0,0,812.0
2208,1250,5,0,2.0,3,3,0,1,1,0,4,0.0,1,0,2.0,0,2003,0,7,0,0,0,0,1,2.0,0,0,0,0,0.0
1646,1868,6,0,2.0,3,3,0,1,1,0,3,74.0,1,0,4.0,0,2003,0,7,0,0,0,1,0,3.0,1,0,0,0,0.0
1060,2790,10,1,4.0,5,5,0,4,1,0,5,468.0,6,0,4.0,0,2006,0,7,0,0,0,1,0,3.0,1,0,0,0,1082.0
748,2134,6,0,2.0,3,4,0,1,1,0,0,0.0,1,0,2.0,0,1994,0,7,0,1,0,0,0,2.0,0,0,0,0,0.0
2846,1928,5,0,0.0,3,3,0,2,0,0,0,0.0,1,0,2.0,0,1995,0,7,0,0,0,0,0,2.0,0,0,0,1,0.0
493,2060,7,0,2.0,4,4,0,1,1,0,3,298.0,5,0,4.0,0,1999,0,7,0,0,0,1,0,3.0,0,0,0,0,772.0
694,1378,6,0,1.0,3,4,0,1,1,0,0,0.0,1,0,1.0,0,1998,0,7,0,0,0,0,0,1.0,0,0,0,0,0.0
2283,1622,4,0,4.0,3,3,0,3,0,1,3,149.0,4,0,2.0,0,1975,0,7,0,0,0,0,0,2.0,0,0,0,0,1159.0
1800,1880,8,0,3.0,4,5,0,3,1,0,4,0.0,6,0,4.0,1,2007,0,7,0,0,0,0,0,3.0,1,0,0,0,745.0
1632,1088,8,0,2.0,4,4,1,1,0,1,0,0.0,1,0,2.0,0,1986,0,7,1,0,0,0,0,1.0,0,0,0,0,0.0
2624,1040,5,0,1.0,3,3,0,1,1,1,0,0.0,2,0,1.0,0,1959,1,7,0,0,0,0,0,1.0,0,0,0,0,369.0
2197,1502,6,0,1.0,3,4,0,1,1,0,3,0.0,1,0,2.0,0,1996,0,7,0,0,0,0,1,1.0,1,0,0,0,0.0
1045,987,6,0,1.0,3,3,0,1,0,0,0,604.0,5,0,2.0,0,1971,0,7,1,0,0,1,0,1.0,0,0,0,0,358.0
2549,1095,6,0,1.0,3,3,0,4,0,0,0,105.0,5,0,2.0,0,1958,0,7,0,0,0,1,0,2.0,1,0,0,0,513.0
2829,1709,7,0,2.0,4,4,0,1,0,0,0,50.0,1,0,2.0,0,2004,0,3,0,0,1,0,0,2.0,0,0,1,0,0.0
2480,1731,6,0,2.0,4,4,0,1,1,0,0,0.0,5,0,4.0,0,1993,0,7,0,0,0,0,0,3.0,0,0,0,0,758.0
2352,1552,6,0,2.0,3,3,0,1,1,0,3,0.0,5,0,4.0,0,1975,0,7,0,0,0,0,0,3.0,0,0,0,0,550.0
1783,1795,8,0,3.0,4,4,0,3,1,1,4,428.0,1,0,2.0,1,2007,0,7,0,0,0,1,0,2.0,0,0,0,0,0.0
338,1274,5,0,2.0,3,3,0,1,1,0,0,0.0,3,0,2.0,0,1991,0,7,0,0,0,0,0,1.0,0,0,0,0,458.0
196,1196,6,0,2.0,3,3,0,1,1,0,4,0.0,2,0,3.0,0,1950,0,7,0,0,0,0,0,1.0,0,0,0,0,264.0
762,704,4,0,1.0,3,2,0,1,1,1,0,0.0,1,0,2.0,0,2001,0,7,0,0,0,0,0,1.0,0,0,0,0,0.0
151,972,5,0,1.0,3,3,0,1,1,1,0,0.0,3,0,1.0,0,1955,0,7,0,0,0,0,0,1.0,0,0,0,0,648.0
158,1458,6,0,1.0,3,3,0,1,1,0,4,0.0,1,0,2.0,0,1950,0,7,0,0,0,0,0,1.0,0,0,0,0,0.0
2572,1008,6,0,2.0,3,3,0,1,1,1,0,332.0,1,0,1.0,0,1963,0,7,0,0,0,1,0,1.0,1,0,0,0,0.0
1686,1828,9,1,3.0,5,4,0,3,1,1,4,452.0,6,0,2.0,1,2007,0,7,0,0,0,1,0,2.0,1,0,0,0,48.0
943,1526,3,0,0.0,2,2,0,1,1,0,0,0.0,1,0,1.0,0,1982,0,7,0,0,0,0,0,1.0,1,0,0,1,0.0
735,1176,6,0,2.0,4,3,0,1,1,0,0,0.0,1,0,1.0,0,2000,0,7,0,0,0,0,0,1.0,0,0,0,0,0.0
2741,1057,5,0,1.0,3,4,0,2,1,1,0,164.0,1,0,2.0,0,1999,0,7,0,0,1,0,0,1.0,1,0,0,0,0.0
1106,2113,8,0,3.0,4,4,0,4,1,1,3,660.0,6,1,4.0,0,1995,0,7,0,0,0,1,0,3.0,1,0,0,0,1696.0
2375,1387,5,0,1.0,3,3,0,2,1,1,3,0.0,5,0,2.0,0,1975,0,7,0,0,0,0,0,2.0,1,0,0,0,373.0
1701,2758,9,1,3.0,4,5,0,4,1,0,5,365.0,1,0,3.0,0,2006,0,7,0,0,0,1,0,2.0,0,0,0,0,0.0
2657,840,3,0,1.0,3,2,0,1,1,1,0,0.0,1,0,1.0,0,1950,0,7,0,0,0,0,0,1.0,0,0,0,0,0.0
907,1520,5,0,1.0,3,3,0,1,1,0,0,0.0,3,0,1.0,0,2000,0,7,0,1,0,0,0,1.0,0,0,0,0,182.0
1777,1542,8,0,3.0,4,4,0,1,1,1,4,164.0,6,0,3.0,1,2007,0,7,0,0,0,1,0,3.0,0,0,0,0,1220.0
164,1385,5,0,2.0,3,3,0,1,1,0,0,0.0,3,0,2.0,0,1952,1,7,0,0,0,0,0,2.0,0,0,0,0,507.0
1973,936,5,0,1.0,3,3,0,3,1,0,1,0.0,5,0,2.0,0,1962,0,7,0,0,0,0,0,2.0,0,0,0,0,734.0
2857,1288,5,0,1.0,3,3,0,1,1,0,0,0.0,2,0,1.0,0,1950,0,7,0,0,0,0,0,1.0,0,0,0,0,384.0
1208,1128,5,0,2.0,3,3,0,2,1,1,0,148.0,5,0,3.0,0,1963,0,7,0,0,0,1,0,3.0,1,0,0,0,776.0
319,1968,8,0,3.0,4,5,0,1,1,0,4,84.0,1,0,3.0,1,2010,0,7,0,0,0,1,0,2.0,0,0,0,0,0.0
2567,1246,6,0,2.0,3,3,0,1,1,0,4,0.0,5,0,2.0,0,1964,0,7,0,0,0,0,0,2.0,0,0,0,0,939.0
2222,1740,7,0,1.0,3,3,0,1,1,0,4,0.0,4,0,2.0,0,1984,0,7,0,0,0,0,1,1.0,0,0,0,0,410.0
